step,loss,accuracy
0,4.773979663848877,0.009350393898785114
50,4.665641784667969,0.012549212202429771
100,4.647592544555664,0.010580708272755146
150,4.629712104797363,0.006397637538611889
200,4.619833946228027,0.007874015718698502
250,4.620998859405518,0.01033464539796114
300,4.617541790008545,0.010088582523167133
350,4.614555835723877,0.01033464539796114
400,4.613471508026123,0.009104331023991108
450,4.612198829650879,0.007381889969110489
500,4.61064338684082,0.01599409431219101
550,4.614048957824707,0.007135826628655195
600,4.612509727478027,0.009350393898785114
650,4.617489337921143,0.010580708272755146
700,4.609610080718994,0.007627952843904495
750,4.6134772300720215,0.009104331023991108
800,4.614312648773193,0.008120078593492508
850,4.612940311431885,0.012057086452841759
900,4.611027240753174,0.01525590568780899
950,4.610570430755615,0.00861220434308052
1000,4.608016490936279,0.01033464539796114
1050,4.613236427307129,0.01131889782845974
1100,4.609489440917969,0.011564960703253746
1150,4.610281467437744,0.010088582523167133
1200,4.60832405090332,0.008858267217874527
1250,4.6075968742370605,0.012549212202429771
1300,4.608482360839844,0.011072834953665733
1350,4.6089935302734375,0.008120078593492508
1400,4.6068034172058105,0.00959645677357912
1450,4.608090877532959,0.012057086452841759
1500,4.603780269622803,0.009350393898785114
1550,4.607916355133057,0.008366141468286514
1600,4.605055809020996,0.009842519648373127
1650,4.606953144073486,0.014025590382516384
1700,4.608508586883545,0.009842519648373127
1750,4.606922626495361,0.00516732269898057
1800,4.606659889221191,0.009842519648373127
1850,4.605418682098389,0.013533464632928371
1900,4.607111930847168,0.010580708272755146
1950,4.606935024261475,0.012057086452841759
2000,4.6064605712890625,0.009842519648373127
2050,4.608767986297607,0.010088582523167133
2100,4.606315612792969,0.012303149327635765
2150,4.607049942016602,0.008858267217874527
2200,4.606879711151123,0.008858267217874527
2250,4.605484485626221,0.007381889969110489
2300,4.606147289276123,0.009350393898785114
2350,4.606570720672607,0.00861220434308052
2400,4.608861446380615,0.007135826628655195
2450,4.607213497161865,0.00861220434308052
2500,4.607066631317139,0.007874015718698502
2550,4.60516357421875,0.010088582523167133
2600,4.604557037353516,0.012795275077223778
2650,4.60483455657959,0.009350393898785114
2700,4.606625556945801,0.010826772078871727
2750,4.604687213897705,0.007381889969110489
2800,4.606494426727295,0.011072834953665733
2850,4.606253147125244,0.007874015718698502
2900,4.606680393218994,0.009104331023991108
2950,4.60466194152832,0.006889763753861189
2999,4.6070990562438965,0.012549212202429771
