step,loss,accuracy
0,2.894563913345337,0.08064515888690948
50,2.7864978313446045,0.06854838132858276
100,2.7992022037506104,0.08467741310596466
150,2.7826168537139893,0.07661290466785431
200,2.7905240058898926,0.05645161122083664
250,2.7788336277008057,0.05645161122083664
300,2.7825539112091064,0.06451612710952759
350,2.7738194465637207,0.08568548411130905
400,2.7736260890960693,0.07459677010774612
450,2.7787728309631348,0.055443547666072845
500,2.7788147926330566,0.08266128599643707
550,2.7721128463745117,0.060483869165182114
600,2.76566743850708,0.08669354766607285
650,2.772397041320801,0.07560483366250992
700,2.764232873916626,0.08669354766607285
750,2.7641472816467285,0.08064515888690948
800,2.765533685684204,0.07157257944345474
850,2.7519891262054443,0.0947580635547638
900,2.76080060005188,0.06854838132858276
950,2.763792037963867,0.07459677010774612
1000,2.7654035091400146,0.07157257944345474
1050,2.7702746391296387,0.07560483366250992
1100,2.761931896209717,0.07056451588869095
1150,2.7579152584075928,0.07661290466785431
1200,2.7747440338134766,0.05745967477560043
1250,2.7741591930389404,0.052419353276491165
1300,2.7736008167266846,0.06955645233392715
1350,2.770986318588257,0.08165322244167328
1400,2.76973032951355,0.06854838132858276
1450,2.774728298187256,0.07459677010774612
1500,2.771989345550537,0.06653225421905518
1550,2.77414608001709,0.05745967477560043
1600,2.7723548412323,0.06149193271994591
1650,2.7734920978546143,0.05745967477560043
1700,2.774106502532959,0.06451612710952759
1750,2.7751376628875732,0.05342741683125496
1800,2.7725114822387695,0.055443547666072845
1850,2.7708559036254883,0.09979838132858276
1900,2.7749838829040527,0.060483869165182114
1950,2.772489070892334,0.0776209682226181
2000,2.77150821685791,0.06854838132858276
2050,2.771690845489502,0.0625
2100,2.773224353790283,0.06955645233392715
2150,2.7718751430511475,0.0635080635547638
2200,2.7698512077331543,0.060483869165182114
2250,2.7739553451538086,0.05342741683125496
2300,2.7688045501708984,0.06854838132858276
2350,2.771669626235962,0.06451612710952759
2400,2.770770311355591,0.06451612710952759
2450,2.774613857269287,0.0463709682226181
2500,2.771411180496216,0.07258064299821854
2550,2.7721545696258545,0.05846773833036423
2600,2.7734060287475586,0.07056451588869095
2650,2.774758815765381,0.05947580561041832
2700,2.7735283374786377,0.05947580561041832
2750,2.771615505218506,0.06955645233392715
2800,2.7720956802368164,0.06653225421905518
2850,2.7729673385620117,0.06149193271994591
2900,2.7722980976104736,0.07056451588869095
2950,2.774411201477051,0.04233870655298233
2999,2.774606704711914,0.06653225421905518
