step,loss,acc,tps
0,4.323689937591553,0.0,16657.38373866308
50,3.512712001800537,0.0,15545.625970725809
100,3.5560953617095947,0.0,15512.81413184827
150,3.4971938133239746,0.0,15363.694622653253
200,3.5025980472564697,0.0,15650.621919794754
250,3.5453319549560547,0.0,15222.403603354132
300,3.465433120727539,0.0,15888.961054964533
350,3.510655403137207,0.0,15729.951510360514
400,3.467355251312256,0.0625,15483.984299317237
450,3.4515326023101807,0.0,15558.00761108344
500,3.470456838607788,0.0625,15671.822986810712
550,3.4610648155212402,0.03125,15578.449769560895
600,3.437424898147583,0.03125,15517.921554769413
650,3.4597010612487793,0.0625,15786.438215159373
700,3.5532820224761963,0.0,15882.762162085752
750,3.5224881172180176,0.03125,15681.800902104535
800,3.503941774368286,0.0,15906.32016175795
850,3.468942880630493,0.0,16051.938066438635
900,3.432762622833252,0.0625,16059.598230044685
950,3.500067949295044,0.03125,15727.66906095159
1000,3.525474786758423,0.0,15862.509982632753
1050,3.513230323791504,0.0,15720.811299572744
1100,3.4454333782196045,0.09375,15501.874972500962
1150,3.5280466079711914,0.0,15826.066364482274
1200,3.4914486408233643,0.0,15490.89535813146
1250,3.455021381378174,0.0625,15689.312381594707
1300,3.578587293624878,0.0,15917.93365241183
1350,3.4488015174865723,0.0,15757.009679147935
1400,3.4661073684692383,0.03125,15233.221894743678
1450,3.481663465499878,0.0625,16106.294505809303
1500,3.477742910385132,0.03125,15281.378055917607
1550,3.4897468090057373,0.0,16164.707799076503
1600,3.463980197906494,0.09375,15161.600885892763
1650,3.4903690814971924,0.03125,15544.360058137378
1700,3.457035541534424,0.0625,16020.548635815208
1750,3.486553430557251,0.09375,12976.961126800366
1800,3.5003762245178223,0.0,15959.530141030871
1850,3.4923107624053955,0.0,15435.702735896602
1900,3.4758639335632324,0.0,15749.981920254564
1950,3.4587130546569824,0.0625,16199.87252181529
2000,3.4901044368743896,0.03125,15572.194328641253
2050,3.4316370487213135,0.09375,15799.03949660793
2100,3.47269868850708,0.0,15873.025573418685
2150,3.5124616622924805,0.0,16083.601314077767
2200,3.4716711044311523,0.03125,15711.128519148375
2250,3.462489366531372,0.03125,16356.225333931856
2300,3.436403751373291,0.0625,16277.70818201621
2350,3.5298283100128174,0.03125,15806.765539459358
2400,3.453129291534424,0.03125,16219.763063328446
2450,3.4691216945648193,0.0625,16076.72307641808
2500,3.4992828369140625,0.09375,15686.855500842434
2550,3.5093421936035156,0.03125,15510.181164604084
2600,3.4529881477355957,0.0,15849.66837604506
2650,3.429701805114746,0.0625,15259.714887608117
2700,3.444631814956665,0.09375,15931.462317560234
2750,3.4641449451446533,0.03125,15819.406590070263
2800,3.4177937507629395,0.03125,15217.832554327664
2850,3.5050737857818604,0.09375,15294.833055857622
2900,3.4950616359710693,0.0,15858.556503290138
2950,3.4562127590179443,0.03125,15812.141156033682
3000,3.4871439933776855,0.0625,16230.926489900969
3050,3.4628536701202393,0.0,15857.063479465793
3100,3.473175525665283,0.0,15440.967668880465
3150,3.44360089302063,0.03125,15393.422521340362
3200,3.5417628288269043,0.0,15523.824850355562
3250,3.4887144565582275,0.03125,15909.995442105064
3300,3.512138605117798,0.03125,15683.647672359193
3350,3.4352149963378906,0.03125,15639.26693750111
3400,3.4625790119171143,0.03125,15478.703941570555
3450,3.4850809574127197,0.0,15606.20789193816
3500,3.4728636741638184,0.0,15259.721664697028
3550,3.4833438396453857,0.0,15781.899134475525
3600,3.4708025455474854,0.0,15105.53089708681
3650,3.490166425704956,0.0,15605.647932671822
3700,3.4831862449645996,0.0625,15897.488759960572
3750,3.4907493591308594,0.0,15800.092933394802
3800,3.4706740379333496,0.0,15872.73226701164
3850,3.4604616165161133,0.09375,15870.005036499695
3900,3.480417490005493,0.0,15071.586392976866
3950,3.494567394256592,0.03125,15824.069300986173
4000,3.4581892490386963,0.0625,15232.350733469633
4050,3.4816794395446777,0.03125,15558.775513517212
4100,3.5050854682922363,0.0,15818.671007029578
4150,3.489311456680298,0.03125,15508.340019212932
4200,3.433615207672119,0.0625,15303.266397141582
4250,3.4793269634246826,0.0625,15883.107233918336
4300,3.4688994884490967,0.0,15740.47950632504
4350,3.476095199584961,0.0,15143.205062706256
4400,3.4671478271484375,0.0625,15747.159581122283
4450,3.4883899688720703,0.0,15318.023242759018
4500,3.4825706481933594,0.03125,15282.23444293501
4550,3.469770908355713,0.0,15081.046076853541
4600,3.470611810684204,0.03125,15339.414109999303
4650,3.4502978324890137,0.0625,15820.528303819134
4700,3.4551045894622803,0.0625,15169.512850258172
4750,3.4871416091918945,0.0,15712.860048340941
4800,3.4750542640686035,0.03125,15419.465821762038
4850,3.4776647090911865,0.0,15828.749345221273
4900,3.4619810581207275,0.03125,15719.459163012965
4950,3.456960916519165,0.03125,15830.740296466454
5000,3.464999198913574,0.0,15591.853029970798
5050,3.454058885574341,0.03125,15582.526275422282
5100,3.448219060897827,0.0625,15451.953034705874
5150,3.508789539337158,0.0,15740.868901505293
5200,3.448350667953491,0.03125,15609.525943316754
5250,3.4660444259643555,0.0,16045.10935618786
5300,3.437930107116699,0.0625,16023.424998313903
5350,3.4586405754089355,0.03125,15404.830668752244
5400,3.4756436347961426,0.0,15491.174722501504
5450,3.4360592365264893,0.0625,15554.239647477834
5500,3.4636294841766357,0.0625,15952.328017118176
5550,3.4432735443115234,0.0625,15184.30128149663
5600,3.4681570529937744,0.03125,15153.449894495749
5650,3.4762189388275146,0.03125,15605.229761455892
5700,3.491807460784912,0.0,15480.62175271781
5750,3.475592851638794,0.0,15167.85882164975
5800,3.4547674655914307,0.0,15213.560634628346
5850,3.472848653793335,0.03125,15458.752062518734
5900,3.4452013969421387,0.125,15761.006668926568
5950,3.469910144805908,0.03125,15192.801234525397
6000,3.472215414047241,0.0625,15823.54460879576
6050,3.470651865005493,0.03125,15932.282304177164
6100,3.4577629566192627,0.0625,15191.451080471667
6150,3.475557327270508,0.03125,15291.395629555816
6200,3.4524669647216797,0.03125,16055.763483277498
6250,3.450098752975464,0.03125,15436.909399356171
6300,3.487884759902954,0.0,15945.487577751315
6350,3.4726414680480957,0.0625,15321.657119961443
6400,3.5093867778778076,0.0,16097.971265227734
6450,3.4635379314422607,0.0,15209.042018985907
6500,3.4557459354400635,0.03125,15489.687223250134
6550,3.4676971435546875,0.0625,15784.958739159529
6600,3.4651503562927246,0.0625,16132.535355166818
6650,3.4780240058898926,0.03125,16340.442713840603
6700,3.4984025955200195,0.0,16296.654133337119
6750,3.4626426696777344,0.03125,16279.744262379083
6800,3.4663939476013184,0.03125,15134.14053513251
6850,3.4534213542938232,0.0625,15931.425383212767
6900,3.472362995147705,0.0625,15265.674272528338
6950,3.468243360519409,0.0625,15425.668389002314
7000,3.4833455085754395,0.0,15591.980386633197
7050,3.477104425430298,0.03125,15424.955116837087
7100,3.4651832580566406,0.0625,15873.480219772382
7150,3.4763197898864746,0.0,15530.820667495685
7200,3.4515204429626465,0.0,15901.064295847042
7250,3.4476332664489746,0.0625,16395.232740301377
7300,3.4639647006988525,0.0,16317.418597470161
7350,3.4415054321289062,0.03125,15905.66482926077
7400,3.460676431655884,0.03125,15460.85972396713
7450,3.4683027267456055,0.03125,15924.890700334461
7500,3.4552226066589355,0.0,15387.996991368427
7550,3.446608304977417,0.03125,15855.563420066119
7600,3.459542751312256,0.0,15952.505769068668
7650,3.4783570766448975,0.03125,15645.690379592952
7700,3.4859893321990967,0.03125,15992.206420506263
7750,3.4591636657714844,0.09375,15359.560140819116
7800,3.471041679382324,0.0625,13114.923577011412
7850,3.4462995529174805,0.0,15998.431461577287
7900,3.453871965408325,0.09375,15903.500406794983
7950,3.476762533187866,0.0,16270.732300603446
8000,3.4743669033050537,0.03125,15965.811370467754
8050,3.47458815574646,0.0,16162.578744985045
8100,3.4970526695251465,0.0,16123.246764152369
8150,3.4602792263031006,0.0625,15901.204112840383
8200,3.424060583114624,0.09375,15794.137415172932
8250,3.4599449634552,0.0,15980.803940566331
8300,3.488422393798828,0.0,16021.422641938725
8350,3.4641168117523193,0.0,16051.615614617584
8400,3.461897373199463,0.0,16059.545686892548
8450,3.4764535427093506,0.0,16038.346343982774
8500,3.4822335243225098,0.0,16317.449594057227
8550,3.4651334285736084,0.0,15635.381251860756
8600,3.461559295654297,0.03125,15958.596165532663
8650,3.4856369495391846,0.0,15547.658895052351
8700,3.4812116622924805,0.0,15493.843159922537
8750,3.4681289196014404,0.03125,16006.137561580988
8800,3.4807934761047363,0.03125,16368.123257114032
8850,3.4542529582977295,0.03125,16486.550433637673
8900,3.4919114112854004,0.0,16282.035461719806
8950,3.4653446674346924,0.0,16468.241914469316
9000,3.45009708404541,0.03125,15564.597128743004
9050,3.4543092250823975,0.0,16254.81425307681
9100,3.464949131011963,0.0,15382.926511950891
9150,3.470893621444702,0.03125,16058.06711344828
9200,3.488633632659912,0.0,16364.256677134665
9250,3.454566240310669,0.0625,15462.50173305291
9300,3.4861669540405273,0.03125,15933.959476590411
9350,3.4764506816864014,0.0,16052.290528597096
9400,3.4698243141174316,0.03125,16088.812823706417
9450,3.4816322326660156,0.0,16001.679937301236
9500,3.484311819076538,0.0,15878.226228941723
9550,3.4748964309692383,0.0625,15884.083795039644
9600,3.4603068828582764,0.0625,15411.284131155633
9650,3.4701948165893555,0.0625,15891.819756956818
9700,3.4672234058380127,0.0,15691.0892646086
9750,3.4859447479248047,0.03125,15860.291398763819
9800,3.467139959335327,0.0625,15531.431434114873
9850,3.4840900897979736,0.0,15430.496828906422
9900,3.4703102111816406,0.03125,16037.028857045376
9950,3.4783473014831543,0.0,15818.044722915365
9999,3.4705209732055664,0.09375,15600.914693159913
